target,origin,weight
Togo,Turkey,1
Togo,United Kingdom,2
Togo,United States,6
Trinidad and Tobago,Turkey,1
Trinidad and Tobago,United Kingdom,2
Trinidad and Tobago,United States,3
Tunisia,Turkey,28
Tunisia,United Arab Emirates,16
Tunisia,United Kingdom,32
Tunisia,United States,109
Tunisia,Yemen,3
Turkey,Uganda,1
Turkey,Ukraine,9
Turkey,United Arab Emirates,35
Turkey,United Kingdom,564
Turkey,United States,1444
Turkey,Uzbekistan,3
Turkey,Vietnam,25
Turkey,Yemen,1
Uganda,United Kingdom,23
Uganda,United States,44
Uganda,Zambia,2
Uganda,Zimbabwe,1
Ukraine,United Arab Emirates,2
Ukraine,United Kingdom,63
Ukraine,United States,177
Ukraine,Uzbekistan,2
Ukraine,Vietnam,3
Ukraine,Zimbabwe,1
United Arab Emirates,United Kingdom,397
United Arab Emirates,United States,623
United Arab Emirates,Vietnam,25
United Arab Emirates,Yemen,3
United Arab Emirates,Zimbabwe,5
United Kingdom,United States,13449
United Kingdom,Uruguay,7
United Kingdom,Uzbekistan,4
United Kingdom,Venezuela,17
United Kingdom,Vietnam,162
United Kingdom,Yemen,7
United Kingdom,Zambia,18
United Kingdom,Zimbabwe,25
United States,Uruguay,36
United States,Uzbekistan,11
United States,Venezuela,28
United States,Vietnam,342
United States,Yemen,23
United States,Zambia,25
United States,Zimbabwe,28
Uruguay,Vietnam,1
Uzbekistan,Zimbabwe,1
Venezuela,Vietnam,1
Vietnam,Yemen,8
Vietnam,Zimbabwe,1
